Artikelnummer | NW-Katalogartikelnummer,(Kurz)Bezeichnung | BMEcat-Kurztext,EAN - EAN,Hersteller | Lieferant-Name 1,HTrstTllTr-ArtikTlNr. | WTrksnummTr LiTfTrant,Konditionsgruppe - (NW-KS),Ursprungsland - Ursprungsland,Zolltarifnummer - Zolltarifnummer,Preiseinheit - Preiseinheit Verkauf,Gebindemenge / BMEcat Verpackungsmenge,Katalogpreis / empf. VK - VK Brutto Preis ./. Rabatt,BMEcat Inhaltseinheit / Basismengeneinheit (BME),Versand-Kz. - KZ Versandkennzeichen NW,Preisdatum EK / Konditionsdatum,"Netto-Einkaufspreis (indiv., falls vorh.)",Kennzeichen Preis gepflegt
          3222662231,             unknown,"         1,32216E+12",                 nan,            Z32333.7,                ZH13,                  FR,            69475464,                   1,                   1,27.80,                 PCE,                   P,          2023-07-10,78.80,                  -1
          3222662232,             unknown,"         1,32216E+12",                 nan,            Z32333.8,                ZH13,                  FR,            69475464,                   1,                   1,60.60,                 PCE,                   P,          2023-07-10,78.80,                  -1
          3222662236,             unknown,"         1,32216E+12",                 nan,           Z32333/16,                ZH13,                  FR,            69475464,                   1,                   1,28.80,                 PCE,                   P,          2023-07-10,88.70,                  -1
          3222662235,             unknown,"         1,32216E+12",                 nan,           Z32333/32,                ZH13,                  FR,            69475464,                   1,                   1,18.60,                 PCE,                   P,          2023-07-10,17.90,                  -1
          3222662236,             unknown,"         1,32216E+12",                 nan,            Z32333/4,                ZH13,                  FR,            69475464,                   1,                   1,66.20,                 PCE,                   P,          2023-07-10,70.08,                  -1
          3222662237,             unknown,"         1,32216E+12",                 nan,           Z32333/64,                ZH13,                  FR,            69475464,                   1,                   1,88.10,                 PCE,                   P,          2023-07-10,88.80,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,            Z32333/8,                ZH13,                  FR,            69475464,                   1,                   1,28.70,                 PCE,                   P,          2023-07-10,87.82,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,          Z323331/64,                ZH13,                  FR,            69475464,                   1,                   1,21.80,                 PCE,                   P,          2023-07-10,78.89,                  -1
          3222662236,             unknown,"         1,32216E+12",                 nan,           Z32334.33,                ZH13,                  FR,            69475464,                   1,                   1,72.20,                 PCE,                   P,          2023-07-10,87.10,                  -1
          3222662235,             unknown,"         1,32216E+12",                 nan,            Z32334.1,                ZH13,                  FR,            69475464,                   1,                   1,78.80,                 PCE,                   P,          2023-07-10,88.80,                  -1
          3222662236,             unknown,"         1,32216E+12",                 nan,            Z32334.2,                ZH13,                  FR,            69475464,                   1,                   1,20.20,                 PCE,                   P,          2023-07-10,88.10,                  -1
          3222662237,             unknown,"         1,32216E+12",                 nan,            Z32334.3,                ZH13,                  FR,            69475464,                   1,                   1,68.81,                 PCE,                   P,          2023-07-10,81.70,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,            Z32334.5,                ZH13,                  FR,            69475464,                   1,                   1,28.80,                 PCE,                   P,          2023-07-10,88.70,                  -1
          3222662122,             unknown,"         1,32216E+12",                 nan,            Z32334.6,                ZH13,                  FR,            69475464,                   1,                   1,66.70,                 PCE,                   P,          2023-07-10,80.90,                  -1
          3222662121,             unknown,"         1,32216E+12",                 nan,            Z32334.7,                ZH13,                  FR,            69475464,                   1,                   1,66.81,                 PCE,                   P,          2023-07-10,77.80,                  -1
          3222662122,             unknown,"         1,32216E+12",                 nan,            Z32334.8,                ZH13,                  FR,            69475464,                   1,                   1,68.81,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,            Z32334.3,                ZH13,                  FR,            69475464,                   1,                   1,28.80,                 PCE,                   P,          2023-07-10,71.10,                  -1
          3222662126,             unknown,"         1,32216E+12",                 nan,          Z323341/64,                ZH13,                  FR,            69475464,                   1,                   1,68.80,                 PCE,                   P,          2023-07-10,68.06,                  -1
          3222662125,             unknown,"         1,32216E+12",                 nan,          Z323343/64,                ZH13,                  FR,            69475464,                   1,                   1,67.20,                 PCE,                   P,          2023-07-10,77.88,                  -1
          3222662126,             unknown,"         1,32216E+12",                 nan,          Z323345/64,                ZH13,                  FR,            69475464,                   1,                   1,67.20,                 PCE,                   P,          2023-07-10,77.88,                  -1
          3222662127,             unknown,"         1,32216E+12",                 nan,          Z323347/64,                ZH13,                  FR,            69475464,                   1,                   1,68.20,                 PCE,                   P,          2023-07-10,78.68,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,          Z323343/64,                ZH13,                  FR,            69475464,                   1,                   1,62.20,                 PCE,                   P,          2023-07-10,88.87,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,           Z32335.33,                ZH13,                  FR,            69475464,                   1,                   1,28.20,                 PCE,                   P,          2023-07-10,70.80,                  -1
          3222662112,             unknown,"         1,32216E+12",                 nan,            Z32335.1,                ZH13,                  FR,            69475464,                   1,                   1,68.21,                 PCE,                   P,          2023-07-10,67.20,                  -1
          3222662111,             unknown,"         1,32216E+12",                 nan,            Z32335.2,                ZH13,                  FR,            69475464,                   1,                   1,68.60,                 PCE,                   P,          2023-07-10,61.80,                  -1
          3222662112,             unknown,"         1,32216E+12",                 nan,            Z32335.3,                ZH13,                  FR,            69475464,                   1,                   1,68.21,                 PCE,                   P,          2023-07-10,67.20,                  -1
          3222662113,             unknown,"         1,32216E+12",                 nan,            Z32335.4,                ZH13,                  FR,            69475464,                   1,                   1,66.00,                 PCE,                   P,          2023-07-10,68.80,                  -1
          3222662116,             unknown,"         1,32216E+12",                 nan,            Z32335.5,                ZH13,                  FR,            69475464,                   1,                   1,66.21,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662115,             unknown,"         1,32216E+12",                 nan,            Z32335.6,                ZH13,                  FR,            69475464,                   1,                   1,61.81,                 PCE,                   P,          2023-07-10,68.90,                  -1
          3222662116,             unknown,"         1,32216E+12",                 nan,            Z32335.7,                ZH13,                  FR,            69475464,                   1,                   1,66.00,                 PCE,                   P,          2023-07-10,68.80,                  -1
          3222662117,             unknown,"         1,32216E+12",                 nan,            Z32335.8,                ZH13,                  FR,            69475464,                   1,                   1,62.71,                 PCE,                   P,          2023-07-10,88.80,                  -1
          3222662113,             unknown,"         1,32216E+12",                 nan,           Z32335/16,                ZH13,                  FR,            69475464,                   1,                   1,80.81,                 PCE,                   P,          2023-07-10,87.10,                  -1
          3222662122,             unknown,"         1,32216E+12",                 nan,           Z32335/32,                ZH13,                  FR,            69475464,                   1,                   1,72.20,                 PCE,                   P,          2023-07-10,87.10,                  -1
          3222662121,             unknown,"         1,32216E+12",                 nan,           Z32335/64,                ZH13,                  FR,            69475464,                   1,                   1,66.60,                 PCE,                   P,          2023-07-10,18.70,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,           Z32336.33,                ZH13,                  FR,            69475464,                   1,                   1,66.70,                 PCE,                   P,          2023-07-10,80.90,                  -1
          3222662126,             unknown,"         1,32216E+12",                 nan,            Z32336.1,                ZH13,                  FR,            69475464,                   1,                   1,80.80,                 PCE,                   P,          2023-07-10,86.90,                  -1
          3222662125,             unknown,"         1,32216E+12",                 nan,            Z32336.2,                ZH13,                  FR,            69475464,                   1,                   1,80.81,                 PCE,                   P,          2023-07-10,87.10,                  -1
          3222662126,             unknown,"         1,32216E+12",                 nan,            Z32336.3,                ZH13,                  FR,            69475464,                   1,                   1,80.21,                 PCE,                   P,          2023-07-10,87.80,                  -1
          3222662127,             unknown,"         1,32216E+12",                 nan,            Z32336.4,                ZH13,                  FR,            69475464,                   1,                   1,62.20,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,            Z32336.5,                ZH13,                  FR,            69475464,                   1,                   1,61.80,                 PCE,                   P,          2023-07-10,66.10,                  -1
          3222662123,             unknown,"         1,32216E+12",                 nan,            Z32336.6,                ZH13,                  FR,            69475464,                   1,                   1,80.81,                 PCE,                   P,          2023-07-10,88.70,                  -1
          3222662132,             unknown,"         1,32216E+12",                 nan,            Z32336.7,                ZH13,                  FR,            69475464,                   1,                   1,80.70,                 PCE,                   P,          2023-07-10,88.10,                  -1
          3222662131,             unknown,"         1,32216E+12",                 nan,            Z32336.8,                ZH13,                  FR,            69475464,                   1,                   1,86.70,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662132,             unknown,"         1,32216E+12",                 nan,            Z32336.3,                ZH13,                  FR,            69475464,                   1,                   1,81.81,                 PCE,                   P,          2023-07-10,80.88,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,           Z32337.33,                ZH13,                  FR,            69475464,                   1,                   1,66.80,                 PCE,                   P,          2023-07-10,70.80,                  -1
          3222662135,             unknown,"         1,32216E+12",                 nan,            Z32337.2,                ZH13,                  FR,            69475464,                   1,                   1,88.21,                 PCE,                   P,          2023-07-10,80.89,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,            Z32337.5,                ZH13,                  FR,            69475464,                   1,                   1,62.10,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662161,             unknown,"         1,32216E+12",                 nan,            Z32337.8,                ZH13,                  FR,            69475464,                   1,                   1,88.81,                 PCE,                   P,          2023-07-10,81.71,                  -1
          3222662163,             unknown,"         1,32216E+12",                 nan,           Z32337/16,                ZH13,                  FR,            69475464,                   1,                   1,88.21,                 PCE,                   P,          2023-07-10,18.08,                  -1
          3222662166,             unknown,"         1,32216E+12",                 nan,           Z32337/32,                ZH13,                  FR,            69475464,                   1,                   1,68.21,                 PCE,                   P,          2023-07-10,88.80,                  -1
          3222662165,             unknown,"         1,32216E+12",                 nan,           Z32337/64,                ZH13,                  FR,            69475464,                   1,                   1,18.60,                 PCE,                   P,          2023-07-10,17.90,                  -1
          3222662166,             unknown,"         1,32216E+12",                 nan,           Z32338.33,                ZH13,                  FR,            69475464,                   1,                   1,80.21,                 PCE,                   P,          2023-07-10,87.80,                  -1
          3222662167,             unknown,"         1,32216E+12",                 nan,            Z32338.1,                ZH13,                  FR,            69475464,                   1,                   1,22.61,                 PCE,                   P,          2023-07-10,87.77,                  -1
          3222662152,             unknown,"         1,32216E+12",                 nan,            Z32338.4,                ZH13,                  FR,            69475464,                   1,                   1,21.01,                 PCE,                   P,          2023-07-10,88.08,                  -1
          3222662151,             unknown,"         1,32216E+12",                 nan,            Z32338.5,                ZH13,                  FR,            69475464,                   1,                   1,86.61,                 PCE,                   P,          2023-07-10,88.79,                  -1
          3222662152,             unknown,"         1,32216E+12",                 nan,            Z32338.6,                ZH13,                  FR,            69475464,                   1,                   1,26.70,                 PCE,                   P,          2023-07-10,88.79,                  -1
          3222662153,             unknown,"         1,32216E+12",                 nan,            Z32338.7,                ZH13,                  FR,            69475464,                   1,                   1,21.21,                 PCE,                   P,          2023-07-10,88.79,                  -1
          3222662156,             unknown,"         1,32216E+12",                 nan,            Z32338.8,                ZH13,                  FR,            69475464,                   1,                   1,21.80,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662155,             unknown,"         1,32216E+12",                 nan,            Z32338.3,                ZH13,                  FR,            69475464,                   1,                   1,22.20,                 PCE,                   P,          2023-07-10,87.89,                  -1
          3222662156,             unknown,"         1,32216E+12",                 nan,           Z32333.33,                ZH13,                  FR,            69475464,                   1,                   1,86.81,                 PCE,                   P,          2023-07-10,88.19,                  -1
          3222662161,             unknown,"         1,32216E+12",                 nan,            Z32333.5,                ZH13,                  FR,            69475464,                   1,                   1,28.70,                 PCE,                   P,          2023-07-10,87.82,                  -1
          3222662167,             unknown,"         1,32216E+12",                 nan,           Z32333/32,                ZH13,                  FR,            69475464,                   1,                   1,67.60,                 PCE,                   P,          2023-07-10,78.90,                  -1
          3222662163,             unknown,"         1,32216E+12",                 nan,             Z3211/2,                ZH13,                  FR,            69475464,                   1,                   1,72.20,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662172,             unknown,"         1,32216E+12",                 nan,             Z3211/4,                ZH13,                  FR,            69475464,                   1,                   1,81.20,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662171,             unknown,"         1,32216E+12",                 nan,             Z3211/8,                ZH13,                  FR,            69475464,                   1,                   1,68.80,                 PCE,                   P,          2023-07-10,81.80,                  -1
          3222662172,             unknown,"         1,32216E+12",                 nan,          Z321133.33,                ZH13,                  FR,            69475464,                   1,                   1,86.01,                 PCE,                   P,          2023-07-10,88.81,                  -1
          3222662173,             unknown,"         1,32216E+12",                 nan,           Z321133.2,                ZH13,                  FR,            69475464,                   1,                   1,68.20,                 PCE,                   P,          2023-07-10,18.87,                  -1
          3222662176,             unknown,"         1,32216E+12",                 nan,           Z321133.3,                ZH13,                  FR,            69475464,                   1,                   1,78.20,                 PCE,                   P,          2023-07-10,88.88,                  -1
          3222662175,             unknown,"         1,32216E+12",                 nan,           Z321133.5,                ZH13,                  FR,            69475464,                   1,                   1,68.80,                 PCE,                   P,          2023-07-10,18.89,                  -1
          3222662177,             unknown,"         1,32216E+12",                 nan,           Z32111.33,                ZH13,                  FR,            69475464,                   1,                   1,68.80,                 PCE,                   P,          2023-07-10,16.78,                  -1
          3222662173,             unknown,"         1,32216E+12",                 nan,            Z32111.5,                ZH13,                  FR,            69475464,                   1,                   1,76.80,                 PCE,                   P,          2023-07-10,81.77,                  -1
          3222662173,             unknown,"         1,32216E+12",                 nan,            Z32111.8,                ZH13,                  FR,            69475464,                   1,                   1,60.60,                 PCE,                   P,          2023-07-10,78.88,                  -1
          3222662132,             unknown,"         1,32216E+12",                 nan,           Z32111/32,                ZH13,                  FR,            69475464,                   1,                   1,86.21,                 PCE,                   P,          2023-07-10,10.89,                  -1
          3222662131,             unknown,"         1,32216E+12",                 nan,           Z32111/64,                ZH13,                  FR,            69475464,                   1,                   1,68.21,                 PCE,                   P,          2023-07-10,68.70,                  -1
          3222662132,             unknown,"         1,32216E+12",                 nan,           Z32112.33,                ZH13,                  FR,            69475464,                   1,                   1,78.20,                 PCE,                   P,          2023-07-10,88.88,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,            Z32112.5,                ZH13,                  FR,            69475464,                   1,                   1,21.00,                 PCE,                   P,          2023-07-10,70.88,                  -1
          3222662136,             unknown,"         1,32216E+12",                 nan,           Z32113.33,                ZH13,                  FR,            69475464,                   1,                   1,88.60,                 PCE,                   P,          2023-07-10,86.87,                  -1
          3222662135,             unknown,"         1,32216E+12",                 nan,            Z32113.5,                ZH13,                  FR,            69475464,                   1,                   1,66.80,                 PCE,                   P,          2023-07-10,80.77,                  -1
          3222662136,             unknown,"         1,32216E+12",                 nan,           Z32113/32,                ZH13,                  FR,            69475464,                   1,                   1,82.70,                 PCE,                   P,          2023-07-10,18.88,                  -1
          3222662137,             unknown,"         1,32216E+12",                 nan,           Z32113/64,                ZH13,                  FR,            69475464,                   1,                   1,67.21,                 PCE,                   P,          2023-07-10,77.60,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,           Z32114.33,                ZH13,                  FR,            69475464,                   1,                   1,66.70,                 PCE,                   P,          2023-07-10,80.88,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,            Z32114.5,                ZH13,                  FR,            69475464,                   1,                   1,62.60,                 PCE,                   P,          2023-07-10,86.88,                  -1
          3222662131,             unknown,"         1,32216E+12",                 nan,           Z32115.33,                ZH13,                  FR,            69475464,                   1,                   1,62.60,                 PCE,                   P,          2023-07-10,88.78,                  -1
          3222662132,             unknown,"         1,32216E+12",                 nan,            Z32115.5,                ZH13,                  FR,            69475464,                   1,                   1,68.10,                 PCE,                   P,          2023-07-10,60.68,                  -1
          3222662135,             unknown,"         1,32216E+12",                 nan,           Z32116.33,                ZH13,                  FR,            69475464,                   1,                   1,66.20,                 PCE,                   P,          2023-07-10,71.67,                  -1
          3222662136,             unknown,"         1,32216E+12",                 nan,           Z32117/64,                ZH13,                  FR,            69475464,                   1,                   1,27.01,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662137,             unknown,"         1,32216E+12",                 nan,           Z32113/32,                ZH13,                  FR,            69475464,                   1,                   1,66.70,                 PCE,                   P,          2023-07-10,78.88,                  -1
          3222662133,             unknown,"         1,32216E+12",                 nan,             Z3212.5,                ZH13,                  FR,            69475464,                   1,                   1,68.80,                 PCE,                   P,          2023-07-10,81.80,                  -1
          3222662222,             unknown,"         1,32216E+12",                 nan,             Z3212.6,                ZH13,                  FR,            69475464,                   1,                   1,61.70,                 PCE,                   P,          2023-07-10,67.90,                  -1
          3222662222,             unknown,"         1,32216E+12",                 nan,             Z3212.3,                ZH13,                  FR,            69475464,                   1,                   1,68.81,                 PCE,                   P,          2023-07-10,78.80,                  -1
          3222662223,             unknown,"         1,32216E+12",                 nan,           Z32121/64,                ZH13,                  FR,            69475464,                   1,                   1,66.60,                 PCE,                   P,          2023-07-10,16.18,                  -1
          3222662225,             unknown,"         1,32216E+12",                 nan,           Z32125/64,                ZH13,                  FR,            69475464,                   1,                   1,88.00,                 PCE,                   P,          2023-07-10,86.81,                  -1
          3222662226,             unknown,"         1,32216E+12",                 nan,           Z32127/64,                ZH13,                  FR,            69475464,                   1,                   1,60.00,                 PCE,                   P,          2023-07-10,78.00,                  -1
          3222662223,             unknown,"         1,32216E+12",                 nan,            Z3213.33,                ZH13,                  FR,            69475464,                   1,                   1,66.20,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662223,             unknown,"         1,32216E+12",                 nan,             Z3213.1,                ZH13,                  FR,            69475464,                   1,                   1,66.81,                 PCE,                   P,          2023-07-10,71.80,                  -1
          3222662212,             unknown,"         1,32216E+12",                 nan,             Z3213.2,                ZH13,                  FR,            69475464,                   1,                   1,66.81,                 PCE,                   P,          2023-07-10,71.80,                  -1
          3222662211,             unknown,"         1,32216E+12",                 nan,             Z3213.3,                ZH13,                  FR,            69475464,                   1,                   1,66.11,                 PCE,                   P,          2023-07-10,78.70,                  -1
          3222662212,             unknown,"         1,32216E+12",                 nan,             Z3213.4,                ZH13,                  FR,            69475464,                   1,                   1,80.80,                 PCE,                   P,          2023-07-10,86.90,                  -1
          3222662213,             unknown,"         1,32216E+12",                 nan,             Z3213.5,                ZH13,                  FR,            69475464,                   1,                   1,62.60,                 PCE,                   P,          2023-07-10,88.80,                  -1
          3222662216,             unknown,"         1,32216E+12",                 nan,             Z3213.6,                ZH13,                  FR,            69475464,                   1,                   1,62.80,                 PCE,                   P,          2023-07-10,81.90,                  -1
          3222662215,             unknown,"         1,32216E+12",                 nan,             Z3213.7,                ZH13,                  FR,            69475464,                   1,                   1,62.01,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662216,             unknown,"         1,32216E+12",                 nan,             Z3213.8,                ZH13,                  FR,            69475464,                   1,                   1,62.80,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662213,             unknown,"         1,32216E+12",                 nan,            Z3213/16,                ZH13,                  FR,            69475464,                   1,                   1,66.11,                 PCE,                   P,          2023-07-10,78.90,                  -1
          3222662213,             unknown,"         1,32216E+12",                 nan,             Z3213/8,                ZH13,                  FR,            69475464,                   1,                   1,11.60,                 PCE,                   P,          2023-07-10,18.81,                  -1
          3222662226,             unknown,"         1,32216E+12",                 nan,           Z32133/64,                ZH13,                  FR,            69475464,                   1,                   1,66.70,                 PCE,                   P,          2023-07-10,78.88,                  -1
          3222662225,             unknown,"         1,32216E+12",                 nan,            Z3214.33,                ZH13,                  FR,            69475464,                   1,                   1,68.81,                 PCE,                   P,          2023-07-10,68.20,                  -1
          3222662226,             unknown,"         1,32216E+12",                 nan,             Z3214.1,                ZH13,                  FR,            69475464,                   1,                   1,68.60,                 PCE,                   P,          2023-07-10,60.70,                  -1
          3222662227,             unknown,"         1,32216E+12",                 nan,             Z3214.2,                ZH13,                  FR,            69475464,                   1,                   1,66.21,                 PCE,                   P,          2023-07-10,70.80,                  -1
          3222662223,             unknown,"         1,32216E+12",                 nan,             Z3214.3,                ZH13,                  FR,            69475464,                   1,                   1,88.60,                 PCE,                   P,          2023-07-10,88.10,                  -1
          3222662232,             unknown,"         1,32216E+12",                 nan,             Z3214.5,                ZH13,                  FR,            69475464,                   1,                   1,66.11,                 PCE,                   P,          2023-07-10,78.90,                  -1
          3222662231,             unknown,"         1,32216E+12",                 nan,             Z3214.6,                ZH13,                  FR,            69475464,                   1,                   1,86.60,                 PCE,                   P,          2023-07-10,80.80,                  -1
          3222662232,             unknown,"         1,32216E+12",                 nan,             Z3214.7,                ZH13,                  FR,            69475464,                   1,                   1,88.80,                 PCE,                   P,          2023-07-10,86.80,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,             Z3214.8,                ZH13,                  FR,            69475464,                   1,                   1,62.21,                 PCE,                   P,          2023-07-10,86.00,                  -1
          3222662235,             unknown,"         1,32216E+12",                 nan,            Z3215.33,                ZH13,                  FR,            69475464,                   1,                   1,66.60,                 PCE,                   P,          2023-07-10,68.20,                  -1
          3222662236,             unknown,"         1,32216E+12",                 nan,             Z3215.1,                ZH13,                  FR,            69475464,                   1,                   1,81.81,                 PCE,                   P,          2023-07-10,80.88,                  -1
          3222662237,             unknown,"         1,32216E+12",                 nan,             Z3215.2,                ZH13,                  FR,            69475464,                   1,                   1,88.80,                 PCE,                   P,          2023-07-10,80.67,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,             Z3215.3,                ZH13,                  FR,            69475464,                   1,                   1,81.81,                 PCE,                   P,          2023-07-10,80.88,                  -1
          3222662233,             unknown,"         1,32216E+12",                 nan,             Z3215.4,                ZH13,                  FR,            69475464,                   1,                   1,88.21,                 PCE,                   P,          2023-07-10,80.77,                  -1
          3222662262,             unknown,"         1,32216E+12",                 nan,             Z3215.5,                ZH13,                  FR,            69475464,                   1,                   1,80.21,                 PCE,                   P,          2023-07-10,87.80,                  -1
          3222662261,             unknown,"         1,32216E+12",                 nan,             Z3215.6,                ZH13,                  FR,            69475464,                   1,                   1,86.20,                 PCE,                   P,          2023-07-10,88.87,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,             Z3215.8,                ZH13,                  FR,            69475464,                   1,                   1,86.60,                 PCE,                   P,          2023-07-10,88.12,                  -1
          3222662265,             unknown,"         1,32216E+12",                 nan,            Z3215/16,                ZH13,                  FR,            69475464,                   1,                   1,28.81,                 PCE,                   P,          2023-07-10,87.89,                  -1
          3222662267,             unknown,"         1,32216E+12",                 nan,             Z3215/8,                ZH13,                  FR,            69475464,                   1,                   1,66.20,                 PCE,                   P,          2023-07-10,78.88,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,            Z3216.33,                ZH13,                  FR,            69475464,                   1,                   1,62.20,                 PCE,                   P,          2023-07-10,88.90,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,             Z3216.1,                ZH13,                  FR,            69475464,                   1,                   1,28.21,                 PCE,                   P,          2023-07-10,87.77,                  -1
          3222662252,             unknown,"         1,32216E+12",                 nan,             Z3216.2,                ZH13,                  FR,            69475464,                   1,                   1,28.81,                 PCE,                   P,          2023-07-10,87.89,                  -1
          3222662253,             unknown,"         1,32216E+12",                 nan,             Z3216.5,                ZH13,                  FR,            69475464,                   1,                   1,86.60,                 PCE,                   P,          2023-07-10,88.12,                  -1
          3222662256,             unknown,"         1,32216E+12",                 nan,             Z3216.6,                ZH13,                  FR,            69475464,                   1,                   1,21.81,                 PCE,                   P,          2023-07-10,88.18,                  -1
          3222662255,             unknown,"         1,32216E+12",                 nan,             Z3216.7,                ZH13,                  FR,            69475464,                   1,                   1,21.81,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662256,             unknown,"         1,32216E+12",                 nan,             Z3216.8,                ZH13,                  FR,            69475464,                   1,                   1,26.20,                 PCE,                   P,          2023-07-10,88.87,                  -1
          3222662257,             unknown,"         1,32216E+12",                 nan,             Z3216.3,                ZH13,                  FR,            69475464,                   1,                   1,82.81,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662253,             unknown,"         1,32216E+12",                 nan,            Z3217.33,                ZH13,                  FR,            69475464,                   1,                   1,87.20,                 PCE,                   P,          2023-07-10,88.89,                  -1
          3222662253,             unknown,"         1,32216E+12",                 nan,             Z3217.1,                ZH13,                  FR,            69475464,                   1,                   1,86.20,                 PCE,                   P,          2023-07-10,10.87,                  -1
          3222662262,             unknown,"         1,32216E+12",                 nan,             Z3217.4,                ZH13,                  FR,            69475464,                   1,                   1,86.11,                 PCE,                   P,          2023-07-10,10.09,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,             Z3217.5,                ZH13,                  FR,            69475464,                   1,                   1,22.61,                 PCE,                   P,          2023-07-10,87.19,                  -1
          3222662266,             unknown,"         1,32216E+12",                 nan,             Z3217.8,                ZH13,                  FR,            69475464,                   1,                   1,82.00,                 PCE,                   P,          2023-07-10,18.07,                  -1
          3222662267,             unknown,"         1,32216E+12",                 nan,             Z3217.3,                ZH13,                  FR,            69475464,                   1,                   1,16.70,                 PCE,                   P,          2023-07-10,17.89,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,            Z3217/16,                ZH13,                  FR,            69475464,                   1,                   1,62.70,                 PCE,                   P,          2023-07-10,17.89,                  -1
          3222662263,             unknown,"         1,32216E+12",                 nan,            Z3217/32,                ZH13,                  FR,            69475464,                   1,                   1,86.00,                 PCE,                   P,          2023-07-10,80.80,                  -1
          3222662271,             unknown,"         1,32216E+12",                 nan,            Z3218.33,                ZH13,                  FR,            69475464,                   1,                   1,22.11,                 PCE,                   P,          2023-07-10,87.72,                  -1
          3222662272,             unknown,"         1,32216E+12",                 nan,             Z3218.1,                ZH13,                  FR,            69475464,                   1,                   1,11.60,                 PCE,                   P,          2023-07-10,18.81,                  -1
          3222662273,             unknown,"         1,32216E+12",                 nan,             Z3218.2,                ZH13,                  FR,            69475464,                   1,                   1,17.80,                 PCE,                   P,          2023-07-10,17.89,                  -1
          3222662276,             unknown,"         1,32216E+12",                 nan,             Z3218.5,                ZH13,                  FR,            69475464,                   1,                   1,82.20,                 PCE,                   P,          2023-07-10,88.88,                  -1
          3222662277,             unknown,"         1,32216E+12",                 nan,             Z3218.6,                ZH13,                  FR,            69475464,                   1,                   1,60.10,                 PCE,                   P,          2023-07-10,16.09,                  -1
          3222662273,             unknown,"         1,32216E+12",                 nan,             Z3218.7,                ZH13,                  FR,            69475464,                   1,                   1,12.80,                 PCE,                   P,          2023-07-10,18.87,                  -1
          3222662231,             unknown,"         1,32216E+12",                 nan,            Z3213.33,                ZH13,                  FR,            69475464,                   1,                   1,86.21,                 PCE,                   P,          2023-07-10,88.09,                  -1
          3222662232,             unknown,"         1,32216E+12",                 nan,             Z3213.1,                ZH13,                  FR,            69475464,                   1,                   1,76.80,                 PCE,                   P,          2023-07-10,80.69,                  -1
