Artikelnummer | NW-Katalogartikelnummer,(Kurz)Bezeichnung | BMEcat-Kurztext,EAN - EAN,Hersteller | Lieferant-Name 1,HTrstTllTr-ArtikTlNr. | WTrksnummTr LiTfTrant,Konditionsgruppe - (NW-KS),Ursprungsland - Ursprungsland,Zolltarifnummer - Zolltarifnummer,Preiseinheit - Preiseinheit Verkauf,Gebindemenge / BMEcat Verpackungsmenge,Katalogpreis / empf. VK - VK Brutto Preis ./. Rabatt,BMEcat Inhaltseinheit / Basismengeneinheit (BME),Versand-Kz. - KZ Versandkennzeichen NW,Preisdatum EK / Konditionsdatum,"Netto-Einkaufspreis (indiv., falls vorh.)",Kennzeichen Preis gepflegt
3222661713,unknown,"1,32216E+12",,V24728.33,ZK26,IT,69477457,1,1,808.00,PCE,P,18/08/2023,817.80,-1
3222661713,unknown,"1,32216E+12",,V2473.33,ZK26,IT,69477457,1,1,26.81,PCE,P,18/08/2023,88.87,-1
3222661722,unknown,"1,32216E+12",,V2473.5,ZK26,IT,69477457,1,1,28.61,PCE,P,18/08/2023,88.18,-1
3222661721,unknown,"1,32216E+12",,V2473/16,ZK26,IT,69477457,1,1,28.20,PCE,P,18/08/2023,10.88,-1
3222661722,unknown,"1,32216E+12",,V2473/4,ZK26,IT,69477457,1,1,608.00,PCE,P,18/08/2023,67.80,-1
3222661723,unknown,"1,32216E+12",,V2473/8,ZK26,IT,69477457,1,1,18.60,PCE,P,18/08/2023,88.86,-1
3222661726,unknown,"1,32216E+12",,V247333.33,ZK26,IT,69477457,1,1,861.00,PCE,P,18/08/2023,818.00,-1
3222661725,unknown,"1,32216E+12",,V24732.33,ZK26,IT,69477457,1,1,816.00,PCE,P,18/08/2023,880.60,-1
3222661726,unknown,"1,32216E+12",,V24736.33,ZK26,IT,69477457,1,1,878.00,PCE,P,18/08/2023,867.70,-1
3222661727,unknown,"1,32216E+12",,V2474.33,ZK26,IT,69477457,1,1,26.11,PCE,P,18/08/2023,88.88,-1
3222661723,unknown,"1,32216E+12",,V2474.5,ZK26,IT,69477457,1,1,28.20,PCE,P,18/08/2023,10.88,-1
3222661723,unknown,"1,32216E+12",,V247433.33,ZK26,IT,69477457,1,1,228.00,PCE,P,18/08/2023,101.80,-1
3222661732,unknown,"1,32216E+12",,V2475.33,ZK26,IT,69477457,1,1,26.61,PCE,P,18/08/2023,88.68,-1
3222661731,unknown,"1,32216E+12",,V2475.5,ZK26,IT,69477457,1,1,27.81,PCE,P,18/08/2023,11.78,-1
3222661732,unknown,"1,32216E+12",,V2475/16,ZK26,IT,69477457,1,1,86.60,PCE,P,18/08/2023,17.86,-1
3222661733,unknown,"1,32216E+12",,V2475/8,ZK26,IT,69477457,1,1,77.80,PCE,P,18/08/2023,76.81,-1
3222661736,unknown,"1,32216E+12",,V247533.33,ZK26,IT,69477457,1,1,880.00,PCE,P,18/08/2023,167.00,-1
3222661735,unknown,"1,32216E+12",,V2476.33,ZK26,IT,69477457,1,1,26.81,PCE,P,18/08/2023,88.87,-1
3222661736,unknown,"1,32216E+12",,V2476.5,ZK26,IT,69477457,1,1,86.80,PCE,P,18/08/2023,17.87,-1
3222661737,unknown,"1,32216E+12",,V2477.33,ZK26,IT,69477457,1,1,88.20,PCE,P,18/08/2023,16.88,-1
3222661733,unknown,"1,32216E+12",,V2477.5,ZK26,IT,69477457,1,1,86.60,PCE,P,18/08/2023,17.86,-1
3222661733,unknown,"1,32216E+12",,V2477/8,ZK26,IT,69477457,1,1,612.00,PCE,P,18/08/2023,88.80,-1
3222661762,unknown,"1,32216E+12",,V2478.33,ZK26,IT,69477457,1,1,22.71,PCE,P,18/08/2023,18.88,-1
3222661761,unknown,"1,32216E+12",,V2478.5,ZK26,IT,69477457,1,1,10.80,PCE,P,18/08/2023,80.78,-1
3222661762,unknown,"1,32216E+12",,V2473.33,ZK26,IT,69477457,1,1,88.81,PCE,P,18/08/2023,18.88,-1
3222661763,unknown,"1,32216E+12",,V2473.5,ZK26,IT,69477457,1,1,18.60,PCE,P,18/08/2023,88.86,-1
3222661766,unknown,"1,32216E+12",,V2473/16,ZK26,IT,69477457,1,1,76.80,PCE,P,18/08/2023,78.87,-1
3222661765,unknown,"1,32216E+12",,V2731,ZK26,IT,69477457,1,1,818.00,PCE,P,18/08/2023,887.80,-1
3222661766,unknown,"1,32216E+12",,V2731/2,ZK26,IT,69477457,1,1,81.80,PCE,P,18/08/2023,88.81,-1
3222661767,unknown,"1,32216E+12",,V2731/4,ZK26,IT,69477457,1,1,18.20,PCE,P,18/08/2023,81.87,-1
3222661763,unknown,"1,32216E+12",,V2731/8,ZK26,IT,69477457,1,1,22.20,PCE,P,18/08/2023,18.87,-1
3222661763,unknown,"1,32216E+12",,V273133.33,ZK26,IT,69477457,1,1,18.00,PCE,P,18/08/2023,81.70,-1
3222661752,unknown,"1,32216E+12",,V27311.33,ZK26,IT,69477457,1,1,70.80,PCE,P,18/08/2023,71.78,-1
3222661751,unknown,"1,32216E+12",,V27312.33,ZK26,IT,69477457,1,1,62.20,PCE,P,18/08/2023,88.87,-1
3222661752,unknown,"1,32216E+12",,V27313.33,ZK26,IT,69477457,1,1,81.80,PCE,P,18/08/2023,88.81,-1
3222661753,unknown,"1,32216E+12",,V27314.33,ZK26,IT,69477457,1,1,72.20,PCE,P,18/08/2023,77.87,-1
3222661756,unknown,"1,32216E+12",,V27315.33,ZK26,IT,69477457,1,1,28.80,PCE,P,18/08/2023,86.88,-1
3222661755,unknown,"1,32216E+12",,V27316.33,ZK26,IT,69477457,1,1,21.80,PCE,P,18/08/2023,87.78,-1
3222661756,unknown,"1,32216E+12",,V27318.33,ZK26,IT,69477457,1,1,602.00,PCE,P,18/08/2023,68.70,-1
3222661757,unknown,"1,32216E+12",,V2732.33,ZK26,IT,69477457,1,1,86.21,PCE,P,18/08/2023,17.88,-1
3222661753,unknown,"1,32216E+12",,V2732.5,ZK26,IT,69477457,1,1,88.21,PCE,P,18/08/2023,18.78,-1
3222661753,unknown,"1,32216E+12",,V273233.33,ZK26,IT,69477457,1,1,687.00,PCE,P,18/08/2023,76.10,-1
3222661762,unknown,"1,32216E+12",,V27322.33,ZK26,IT,69477457,1,1,661.00,PCE,P,18/08/2023,88.00,-1
3222661761,unknown,"1,32216E+12",,V27325.33,ZK26,IT,69477457,1,1,862.00,PCE,P,18/08/2023,817.80,-1
3222661763,unknown,"1,32216E+12",,V2733.33,ZK26,IT,69477457,1,1,22.01,PCE,P,18/08/2023,18.78,-1
3222661766,unknown,"1,32216E+12",,V2733.5,ZK26,IT,69477457,1,1,22.20,PCE,P,18/08/2023,18.87,-1
3222661765,unknown,"1,32216E+12",,V2733/16,ZK26,IT,69477457,1,1,88.11,PCE,P,18/08/2023,18.88,-1
3222661766,unknown,"1,32216E+12",,V2733/4,ZK26,IT,69477457,1,1,687.00,PCE,P,18/08/2023,76.10,-1
3222661767,unknown,"1,32216E+12",,V2733/8,ZK26,IT,69477457,1,1,60.00,PCE,P,18/08/2023,86.00,-1
3222661763,unknown,"1,32216E+12",,V273333.33,ZK26,IT,69477457,1,1,867.00,PCE,P,18/08/2023,860.10,-1
3222661763,unknown,"1,32216E+12",,V27332.33,ZK26,IT,69477457,1,1,268.00,PCE,P,18/08/2023,887.10,-1
3222661772,unknown,"1,32216E+12",,V2734.33,ZK26,IT,69477457,1,1,22.60,PCE,P,18/08/2023,18.76,-1
3222661771,unknown,"1,32216E+12",,V2734.5,ZK26,IT,69477457,1,1,88.11,PCE,P,18/08/2023,18.88,-1
3222661772,unknown,"1,32216E+12",,V273433.33,ZK26,IT,69477457,1,1,827.00,PCE,P,18/08/2023,161.10,-1
3222661773,unknown,"1,32216E+12",,V2735.33,ZK26,IT,69477457,1,1,28.61,PCE,P,18/08/2023,18.88,-1
3222661776,unknown,"1,32216E+12",,V2735.5,ZK26,IT,69477457,1,1,87.00,PCE,P,18/08/2023,18.10,-1
3222661775,unknown,"1,32216E+12",,V2735/8,ZK26,IT,69477457,1,1,21.80,PCE,P,18/08/2023,87.78,-1
3222661776,unknown,"1,32216E+12",,V2736.33,ZK26,IT,69477457,1,1,28.20,PCE,P,18/08/2023,18.87,-1
3222661777,unknown,"1,32216E+12",,V2737.33,ZK26,IT,69477457,1,1,18.20,PCE,P,18/08/2023,81.87,-1
3222661773,unknown,"1,32216E+12",,V2738.33,ZK26,IT,69477457,1,1,82.21,PCE,P,18/08/2023,18.68,-1
3222661773,unknown,"1,32216E+12",,V2733.33,ZK26,IT,69477457,1,1,60.00,PCE,P,18/08/2023,86.00,-1
3222661732,unknown,"1,32216E+12",,V235133.33,ZK26,IT,69477457,1,1,71.80,PCE,P,18/08/2023,78.78,-1
3222661731,unknown,"1,32216E+12",,V23511.33,ZK26,IT,69477457,1,1,22.60,PCE,P,18/08/2023,88.76,-1
3222661732,unknown,"1,32216E+12",,V23512.33,ZK26,IT,69477457,1,1,82.80,PCE,P,18/08/2023,88.67,-1
3222661733,unknown,"1,32216E+12",,V23515.33,ZK26,IT,69477457,1,1,622.00,PCE,P,18/08/2023,78.80,-1
3222661736,unknown,"1,32216E+12",,V23516.33,ZK26,IT,69477457,1,1,628.00,PCE,P,18/08/2023,80.70,-1
3222661735,unknown,"1,32216E+12",,V23518.33,ZK26,IT,69477457,1,1,618.00,PCE,P,18/08/2023,88.10,-1
3222661736,unknown,"1,32216E+12",,V2352.33,ZK26,IT,69477457,1,1,68.00,PCE,P,18/08/2023,87.10,-1
3222661737,unknown,"1,32216E+12",,V235233.33,ZK26,IT,69477457,1,1,678.00,PCE,P,18/08/2023,806.80,-1
3222661733,unknown,"1,32216E+12",,V23525.33,ZK26,IT,69477457,1,1,877.00,PCE,P,18/08/2023,866.10,-1
3222661733,unknown,"1,32216E+12",,V2353.33,ZK26,IT,69477457,1,1,18.10,PCE,P,18/08/2023,88.80,-1
3222661732,unknown,"1,32216E+12",,V235333.33,ZK26,IT,69477457,1,1,286.00,PCE,P,18/08/2023,107.60,-1
3222661731,unknown,"1,32216E+12",,V23532.33,ZK26,IT,69477457,1,1,801.00,PCE,P,18/08/2023,178.00,-1
3222661732,unknown,"1,32216E+12",,V2354.33,ZK26,IT,69477457,1,1,18.70,PCE,P,18/08/2023,88.11,-1
3222661733,unknown,"1,32216E+12",,V235433.33,ZK26,IT,69477457,1,1,168.00,PCE,P,18/08/2023,870.80,-1
3222661736,unknown,"1,32216E+12",,V2355.33,ZK26,IT,69477457,1,1,18.60,PCE,P,18/08/2023,87.86,-1
3222661735,unknown,"1,32216E+12",,V2356.33,ZK26,IT,69477457,1,1,18.80,PCE,P,18/08/2023,88.07,-1
3222661737,unknown,"1,32216E+12",,V2358.33,ZK26,IT,69477457,1,1,62.60,PCE,P,18/08/2023,78.76,-1
3222661733,unknown,"1,32216E+12",,V233133.33,ZE25,IT,69477457,1,1,82.60,PCE,P,18/08/2023,17.18,-1
3222661322,unknown,"1,32216E+12",,V23312.33,ZE25,IT,69477457,1,1,18.10,PCE,P,18/08/2023,81.88,-1
3222661321,unknown,"1,32216E+12",,V23314.33,ZE25,IT,69477457,1,1,72.80,PCE,P,18/08/2023,70.16,-1
3222661322,unknown,"1,32216E+12",,V23316.33,ZE25,IT,69477457,1,1,87.80,PCE,P,18/08/2023,78.18,-1
3222661323,unknown,"1,32216E+12",,V23318.33,ZE25,IT,69477457,1,1,22.70,PCE,P,18/08/2023,87.89,-1
3222661326,unknown,"1,32216E+12",,V233233.33,ZE25,IT,69477457,1,1,666.00,PCE,P,18/08/2023,68.80,-1
3222661326,unknown,"1,32216E+12",,V2334.33,ZE25,IT,69477457,1,1,21.81,PCE,P,18/08/2023,88.79,-1
3222661327,unknown,"1,32216E+12",,V2335.33,ZE25,IT,69477457,1,1,21.81,PCE,P,18/08/2023,88.79,-1
3222661323,unknown,"1,32216E+12",,V2336.33,ZE25,IT,69477457,1,1,21.71,PCE,P,18/08/2023,88.66,-1
3222661323,unknown,"1,32216E+12",,V2338.33,ZE25,IT,69477457,1,1,81.81,PCE,P,18/08/2023,17.89,-1
3222661312,unknown,"1,32216E+12",,V3335133.33,ZE25,IT,69477457,1,1,88.10,PCE,P,18/08/2023,17.78,-1
3222661311,unknown,"1,32216E+12",,V333511.33,ZE25,IT,69477457,1,1,18.80,PCE,P,18/08/2023,81.08,-1
3222661312,unknown,"1,32216E+12",,V333512.33,ZE25,IT,69477457,1,1,18.10,PCE,P,18/08/2023,18.88,-1
3222661313,unknown,"1,32216E+12",,V333513.33,ZE25,IT,69477457,1,1,70.00,PCE,P,18/08/2023,88.80,-1
3222661316,unknown,"1,32216E+12",,V333514.33,ZE25,IT,69477457,1,1,61.70,PCE,P,18/08/2023,86.89,-1
3222661315,unknown,"1,32216E+12",,V333515.33,ZE25,IT,69477457,1,1,78.00,PCE,P,18/08/2023,71.80,-1
3222661316,unknown,"1,32216E+12",,V333516.33,ZE25,IT,69477457,1,1,78.70,PCE,P,18/08/2023,78.19,-1
3222661317,unknown,"1,32216E+12",,V333517.33,ZE25,IT,69477457,1,1,606.00,PCE,P,18/08/2023,88.88,-1
3222661313,unknown,"1,32216E+12",,V333518.33,ZE25,IT,69477457,1,1,82.20,PCE,P,18/08/2023,78.89,-1
3222661313,unknown,"1,32216E+12",,V333513.33,ZE25,IT,69477457,1,1,666.00,PCE,P,18/08/2023,68.80,-1
3222661322,unknown,"1,32216E+12",,V33352.33,ZE25,IT,69477457,1,1,28.00,PCE,P,18/08/2023,88.70,-1
3222661321,unknown,"1,32216E+12",,V33352.5,ZE25,IT,69477457,1,1,28.81,PCE,P,18/08/2023,88.87,-1
3222661322,unknown,"1,32216E+12",,V3335233.33,ZE25,IT,69477457,1,1,608.00,PCE,P,18/08/2023,87.10,-1
3222661323,unknown,"1,32216E+12",,V333522.33,ZE25,IT,69477457,1,1,621.00,PCE,P,18/08/2023,77.18,-1
3222661326,unknown,"1,32216E+12",,V333525.33,ZE25,IT,69477457,1,1,671.00,PCE,P,18/08/2023,86.18,-1
3222661325,unknown,"1,32216E+12",,V333528.33,ZE25,IT,69477457,1,1,868.00,PCE,P,18/08/2023,886.60,-1
3222661326,unknown,"1,32216E+12",,V33353.33,ZE25,IT,69477457,1,1,28.60,PCE,P,18/08/2023,87.69,-1
3222661327,unknown,"1,32216E+12",,V33353.5,ZE25,IT,69477457,1,1,28.81,PCE,P,18/08/2023,88.07,-1
3222661323,unknown,"1,32216E+12",,V3335333.33,ZE25,IT,69477457,1,1,862.00,PCE,P,18/08/2023,810.78,-1
3222661323,unknown,"1,32216E+12",,V333532.33,ZE25,IT,69477457,1,1,816.00,PCE,P,18/08/2023,870.80,-1
3222661332,unknown,"1,32216E+12",,V33354.33,ZE25,IT,69477457,1,1,28.61,PCE,P,18/08/2023,87.68,-1
3222661331,unknown,"1,32216E+12",,V33354.5,ZE25,IT,69477457,1,1,28.21,PCE,P,18/08/2023,88.11,-1
3222661332,unknown,"1,32216E+12",,V33355.33,ZE25,IT,69477457,1,1,26.71,PCE,P,18/08/2023,87.76,-1
3222661333,unknown,"1,32216E+12",,V33355.5,ZE25,IT,69477457,1,1,28.61,PCE,P,18/08/2023,18.19,-1
3222661336,unknown,"1,32216E+12",,V33356.33,ZE25,IT,69477457,1,1,28.01,PCE,P,18/08/2023,87.62,-1
3222661335,unknown,"1,32216E+12",,V33356.5,ZE25,IT,69477457,1,1,87.80,PCE,P,18/08/2023,16.07,-1
3222661336,unknown,"1,32216E+12",,V33357.33,ZE25,IT,69477457,1,1,81.80,PCE,P,18/08/2023,17.86,-1
3222661337,unknown,"1,32216E+12",,V33357.5,ZE25,IT,69477457,1,1,87.11,PCE,P,18/08/2023,16.88,-1
3222661333,unknown,"1,32216E+12",,V33358.33,ZE25,IT,69477457,1,1,80.11,PCE,P,18/08/2023,11.80,-1
3222661333,unknown,"1,32216E+12",,V33358.5,ZE25,IT,69477457,1,1,16.80,PCE,P,18/08/2023,18.78,-1
3222661362,unknown,"1,32216E+12",,V33353.33,ZE25,IT,69477457,1,1,82.81,PCE,P,18/08/2023,17.09,-1
3222661361,unknown,"1,32216E+12",,V3336133.33,ZE25,IT,69477457,1,1,22.10,PCE,P,18/08/2023,18.72,-1
3222661362,unknown,"1,32216E+12",,V333611.33,ZE25,IT,69477457,1,1,16.70,PCE,P,18/08/2023,18.79,-1
3222661363,unknown,"1,32216E+12",,V333612.33,ZE25,IT,69477457,1,1,86.60,PCE,P,18/08/2023,18.68,-1
3222661366,unknown,"1,32216E+12",,V333614.33,ZE25,IT,69477457,1,1,18.80,PCE,P,18/08/2023,81.81,-1
3222661365,unknown,"1,32216E+12",,V333615.33,ZE25,IT,69477457,1,1,62.20,PCE,P,18/08/2023,88.89,-1
3222661366,unknown,"1,32216E+12",,V333616.33,ZE25,IT,69477457,1,1,70.00,PCE,P,18/08/2023,88.80,-1
3222661367,unknown,"1,32216E+12",,V333618.33,ZE25,IT,69477457,1,1,72.10,PCE,P,18/08/2023,78.72,-1
3222661363,unknown,"1,32216E+12",,V3336233.33,ZE25,IT,69477457,1,1,28.70,PCE,P,18/08/2023,80.89,-1
3222661363,unknown,"1,32216E+12",,V333622.33,ZE25,IT,69477457,1,1,680.00,PCE,P,18/08/2023,66.00,-1
3222661352,unknown,"1,32216E+12",,V333625.33,ZE25,IT,69477457,1,1,616.00,PCE,P,18/08/2023,88.80,-1
3222661351,unknown,"1,32216E+12",,V33363.33,ZE25,IT,69477457,1,1,88.10,PCE,P,18/08/2023,88.68,-1
3222661352,unknown,"1,32216E+12",,V3336333.33,ZE25,IT,69477457,1,1,621.00,PCE,P,18/08/2023,807.18,-1
3222661353,unknown,"1,32216E+12",,V33364.33,ZE25,IT,69477457,1,1,88.11,PCE,P,18/08/2023,88.70,-1
3222661356,unknown,"1,32216E+12",,V33365.33,ZE25,IT,69477457,1,1,88.81,PCE,P,18/08/2023,88.89,-1
3222661355,unknown,"1,32216E+12",,V33366.33,ZE25,IT,69477457,1,1,88.10,PCE,P,18/08/2023,88.68,-1
3222661356,unknown,"1,32216E+12",,V33367.33,ZE25,IT,69477457,1,1,80.60,PCE,P,18/08/2023,11.09,-1
3222661357,unknown,"1,32216E+12",,V33368.33,ZE25,IT,69477457,1,1,26.01,PCE,P,18/08/2023,88.82,-1
3222661353,unknown,"1,32216E+12",,V33363.33,ZE25,IT,69477457,1,1,82.70,PCE,P,18/08/2023,17.09,-1
3222661362,unknown,"1,32216E+12",,V333133.33,ZE25,IT,69477457,1,1,16.60,PCE,P,18/08/2023,18.81,-1
3222661361,unknown,"1,32216E+12",,V33312.33,ZE25,IT,69477457,1,1,60.20,PCE,P,18/08/2023,88.87,-1
3222661362,unknown,"1,32216E+12",,V33314.33,ZE25,IT,69477457,1,1,71.10,PCE,P,18/08/2023,78.82,-1
3222661363,unknown,"1,32216E+12",,V33316.33,ZE25,IT,69477457,1,1,20.10,PCE,P,18/08/2023,78.78,-1
3222661366,unknown,"1,32216E+12",,V33318.33,ZE25,IT,69477457,1,1,602.00,PCE,P,18/08/2023,86.68,-1
3222661365,unknown,"1,32216E+12",,V333233.33,ZE25,IT,69477457,1,1,680.00,PCE,P,18/08/2023,66.00,-1
3222661366,unknown,"1,32216E+12",,V33325.33,ZE25,IT,69477457,1,1,806.00,PCE,P,18/08/2023,880.88,-1
3222661367,unknown,"1,32216E+12",,V333333.33,ZE25,IT,69477457,1,1,818.00,PCE,P,18/08/2023,888.60,-1
3222661363,unknown,"1,32216E+12",,V336133.33,ZE25,IT,69477457,1,1,81.60,PCE,P,18/08/2023,17.81,-1
3222661363,unknown,"1,32216E+12",,V33612.33,ZE25,IT,69477457,1,1,12.20,PCE,P,18/08/2023,18.89,-1
3222661372,unknown,"1,32216E+12",,V33614.33,ZE25,IT,69477457,1,1,66.60,PCE,P,18/08/2023,86.68,-1
3222661371,unknown,"1,32216E+12",,V33616.33,ZE25,IT,69477457,1,1,72.80,PCE,P,18/08/2023,78.88,-1
3222661372,unknown,"1,32216E+12",,V33618.33,ZE25,IT,69477457,1,1,20.60,PCE,P,18/08/2023,78.88,-1
3222661373,unknown,"1,32216E+12",,V336233.33,ZE25,IT,69477457,1,1,606.00,PCE,P,18/08/2023,88.80,-1
3222661376,unknown,"1,32216E+12",,V336333.33,ZE25,IT,69477457,1,1,888.00,PCE,P,18/08/2023,811.80,-1
3222661377,unknown,"1,32216E+12",,V346133.33,ZK26,IT,69477457,1,1,86.11,PCE,P,18/08/2023,17.88,-1
3222661373,unknown,"1,32216E+12",,V34611.33,ZK26,IT,69477457,1,1,66.60,PCE,P,18/08/2023,86.66,-1
3222661373,unknown,"1,32216E+12",,V34612.33,ZK26,IT,69477457,1,1,11.00,PCE,P,18/08/2023,88.00,-1
3222661332,unknown,"1,32216E+12",,V34613.33,ZK26,IT,69477457,1,1,72.20,PCE,P,18/08/2023,78.88,-1
3222661331,unknown,"1,32216E+12",,V34615.33,ZK26,IT,69477457,1,1,86.80,PCE,P,18/08/2023,78.08,-1
3222661332,unknown,"1,32216E+12",,V34616.33,ZK26,IT,69477457,1,1,88.10,PCE,P,18/08/2023,78.80,-1
3222661333,unknown,"1,32216E+12",,V346233.33,ZK26,IT,69477457,1,1,602.00,PCE,P,18/08/2023,68.70,-1
3222661336,unknown,"1,32216E+12",,V3463.33,ZK26,IT,69477457,1,1,22.60,PCE,P,18/08/2023,10.86,-1
3222661335,unknown,"1,32216E+12",,V3464.33,ZK26,IT,69477457,1,1,22.70,PCE,P,18/08/2023,10.11,-1
3222661336,unknown,"1,32216E+12",,V3465.33,ZK26,IT,69477457,1,1,22.20,PCE,P,18/08/2023,88.88,-1
3222661337,unknown,"1,32216E+12",,V3466.33,ZK26,IT,69477457,1,1,22.11,PCE,P,18/08/2023,10.88,-1
3222661333,unknown,"1,32216E+12",,V3467.33,ZK26,IT,69477457,1,1,87.21,PCE,P,18/08/2023,18.78,-1
3222661333,unknown,"1,32216E+12",,V3468.33,ZK26,IT,69477457,1,1,88.10,PCE,P,18/08/2023,18.80,-1
3222661332,unknown,"1,32216E+12",,V3463.33,ZK26,IT,69477457,1,1,16.60,PCE,P,18/08/2023,80.86,-1
3222661331,unknown,"1,32216E+12",,V352133.33,ZE25,IT,69477457,1,1,68.20,PCE,P,18/08/2023,87.17,-1
3222661332,unknown,"1,32216E+12",,V35212.33,ZE25,IT,69477457,1,1,72.10,PCE,P,18/08/2023,70.72,-1
3222661333,unknown,"1,32216E+12",,V35214.33,ZE25,IT,69477457,1,1,28.00,PCE,P,18/08/2023,80.60,-1
3222661336,unknown,"1,32216E+12",,V35216.33,ZE25,IT,69477457,1,1,660.00,PCE,P,18/08/2023,60.80,-1
3222661335,unknown,"1,32216E+12",,V35218.33,ZE25,IT,69477457,1,1,681.00,PCE,P,18/08/2023,68.78,-1
3222661336,unknown,"1,32216E+12",,V352233.33,ZE25,IT,69477457,1,1,686.00,PCE,P,18/08/2023,80.80,-1
3222661337,unknown,"1,32216E+12",,V3523.33,ZE25,IT,69477457,1,1,88.61,PCE,P,18/08/2023,16.78,-1
3222661333,unknown,"1,32216E+12",,V3524.33,ZE25,IT,69477457,1,1,88.81,PCE,P,18/08/2023,16.89,-1
3222661333,unknown,"1,32216E+12",,V3525.33,ZE25,IT,69477457,1,1,87.60,PCE,P,18/08/2023,16.88,-1
3222661322,unknown,"1,32216E+12",,V3526.33,ZE25,IT,69477457,1,1,88.60,PCE,P,18/08/2023,16.79,-1
3222661321,unknown,"1,32216E+12",,V3528.33,ZE25,IT,69477457,1,1,16.80,PCE,P,18/08/2023,88.17,-1
3222661322,unknown,"1,32216E+12",,V353133.33,ZE25,IT,69477457,1,1,11.80,PCE,P,18/08/2023,80.77,-1
3222661323,unknown,"1,32216E+12",,V35311.33,ZE25,IT,69477457,1,1,78.80,PCE,P,18/08/2023,88.81,-1
3222661326,unknown,"1,32216E+12",,V35312.33,ZE25,IT,69477457,1,1,61.20,PCE,P,18/08/2023,88.89,-1
3222661325,unknown,"1,32216E+12",,V35313.33,ZE25,IT,69477457,1,1,87.60,PCE,P,18/08/2023,77.81,-1
3222661326,unknown,"1,32216E+12",,V35314.33,ZE25,IT,69477457,1,1,86.80,PCE,P,18/08/2023,77.88,-1
3222661327,unknown,"1,32216E+12",,V35315.33,ZE25,IT,69477457,1,1,27.60,PCE,P,18/08/2023,88.71,-1
3222661323,unknown,"1,32216E+12",,V35316.33,ZE25,IT,69477457,1,1,28.00,PCE,P,18/08/2023,88.80,-1
3222661323,unknown,"1,32216E+12",,V35318.33,ZE25,IT,69477457,1,1,666.00,PCE,P,18/08/2023,68.08,-1
3222661312,unknown,"1,32216E+12",,V353233.33,ZE25,IT,69477457,1,1,620.00,PCE,P,18/08/2023,78.80,-1
3222661311,unknown,"1,32216E+12",,V35322.33,ZE25,IT,69477457,1,1,616.00,PCE,P,18/08/2023,88.80,-1
3222661312,unknown,"1,32216E+12",,V35325.33,ZE25,IT,69477457,1,1,802.00,PCE,P,18/08/2023,888.68,-1
3222661313,unknown,"1,32216E+12",,V35328.33,ZE25,IT,69477457,1,1,881.00,PCE,P,18/08/2023,887.78,-1
3222661316,unknown,"1,32216E+12",,V3533.33,ZE25,IT,69477457,1,1,88.80,PCE,P,18/08/2023,18.87,-1
3222661315,unknown,"1,32216E+12",,V3533.5,ZE25,IT,69477457,1,1,82.70,PCE,P,18/08/2023,17.09,-1
3222661316,unknown,"1,32216E+12",,V353333.33,ZE25,IT,69477457,1,1,812.00,PCE,P,18/08/2023,888.88,-1
3222661317,unknown,"1,32216E+12",,V3534.33,ZE25,IT,69477457,1,1,88.81,PCE,P,18/08/2023,18.87,-1
3222661313,unknown,"1,32216E+12",,V3534.5,ZE25,IT,69477457,1,1,86.60,PCE,P,18/08/2023,18.68,-1
3222661322,unknown,"1,32216E+12",,V3535.33,ZE25,IT,69477457,1,1,88.21,PCE,P,18/08/2023,18.18,-1
3222661321,unknown,"1,32216E+12",,V3535.5,ZE25,IT,69477457,1,1,16.10,PCE,P,18/08/2023,18.82,-1
3222661322,unknown,"1,32216E+12",,V3536.33,ZE25,IT,69477457,1,1,88.70,PCE,P,18/08/2023,18.79,-1
3222661323,unknown,"1,32216E+12",,V3536.5,ZE25,IT,69477457,1,1,12.00,PCE,P,18/08/2023,81.78,-1
3222661326,unknown,"1,32216E+12",,V3537.33,ZE25,IT,69477457,1,1,16.80,PCE,P,18/08/2023,80.88,-1
3222661325,unknown,"1,32216E+12",,V3537.5,ZE25,IT,69477457,1,1,12.80,PCE,P,18/08/2023,81.86,-1
3222661327,unknown,"1,32216E+12",,V3538.33,ZE25,IT,69477457,1,1,10.80,PCE,P,18/08/2023,17.71,-1
3222661323,unknown,"1,32216E+12",,V3538.5,ZE25,IT,69477457,1,1,68.10,PCE,P,18/08/2023,88.78,-1
3222661323,unknown,"1,32216E+12",,V3533.33,ZE25,IT,69477457,1,1,66.20,PCE,P,18/08/2023,88.79,-1
3222661332,unknown,"1,32216E+12",,V3533.5,ZE25,IT,69477457,1,1,66.80,PCE,P,18/08/2023,86.77,-1
3222661331,unknown,"1,32216E+12",,V367133.33,ZE25,IT,69477457,1,1,18.70,PCE,P,18/08/2023,80.09,-1
3222661332,unknown,"1,32216E+12",,V36711.33,ZE25,IT,69477457,1,1,76.70,PCE,P,18/08/2023,88.79,-1
3222661333,unknown,"1,32216E+12",,V36712.33,ZE25,IT,69477457,1,1,68.60,PCE,P,18/08/2023,88.88,-1
3222661336,unknown,"1,32216E+12",,V36714.33,ZE25,IT,69477457,1,1,80.80,PCE,P,18/08/2023,77.77,-1
3222661335,unknown,"1,32216E+12",,V36716.33,ZE25,IT,69477457,1,1,26.80,PCE,P,18/08/2023,88.17,-1
